Date,Month,Quarter,Product,Category,Region,Customer Segment,Units Sold,Revenue,Cost,Profit,Discount,Acquisition Channel,Revenue_Outlier_Flag,ASP,Profit Margin,Period,Revenue_robust_z,ASP_robust_z,Profit Margin_robust_z,Discount_robust_z,Anomaly_Flag
2024-06-01,Jun,Q2,Pro Camera,Electronics,North,Value Seekers,29,5614.219897976326,2452.2116992689967,3162.0081987073295,0.14866851185132396,Paid Social,False,193.59378958539057,0.563214169763299,H1,3.7035401708886133,2.6309044539952304,1.5765695263824753,-0.29804020442783813,True
2024-04-01,Apr,Q2,Pro Camera,Electronics,South,Mainstream,28,5610.066004041101,2656.7113534397304,2953.354650601371,0.09314234482036927,Organic Search,False,200.35950014432504,0.5264384854784203,H1,3.699017766723621,2.7620100174400166,1.1094390714786908,-0.7599480454253232,True
2024-06-01,Jun,Q2,Pro Camera,Electronics,North,Mainstream,27,5608.221672296755,2577.034757290611,3031.186915006144,0.07141766622098164,Email,False,207.7119137887687,0.5404898543828014,H1,3.6970098161855667,2.9044846806904245,1.2879217421879159,-0.9406700351605993,True
2024-05-01,May,Q2,Premium Audio,Electronics,West,Value Seekers,41,5549.863638942841,2686.2806979479574,2863.5829409948838,0.08595581797085829,Email,False,135.36252777909368,0.5159735675127957,H1,3.633474584613462,1.5025022968657438,0.9765120577501368,-0.8197309059904605,True
2024-04-01,Apr,Q2,Pro Camera,Electronics,South,Value Seekers,27,5545.936643866767,2517.4078362036194,3028.5288076631473,0.05603010452787607,Organic Search,False,205.40506088395432,0.5460806716954453,H1,3.6291992085049527,2.8597826132230924,1.358937172228823,-1.068675186243973,True
2024-06-01,Jun,Q2,Premium Audio,Electronics,North,Mainstream,39,5535.897445292711,2585.3046274849853,2950.592817807726,0.03265583481258124,Organic Search,False,141.94608834083874,0.5329926804039111,H1,3.6182693884006203,1.6300781677815688,1.192691473619077,-1.2631196983794093,True
2024-12-01,Dec,Q4,Smart Kitchen,Home,North,Value Seekers,100,5485.927685790556,3178.667933162435,2307.259752628121,0.21050025857469598,Organic Search,False,54.85927685790556,0.42057786481661047,H2,3.563866591405768,-0.057485228350169885,-0.23521897765735875,0.21632212528554132,True
2024-02-01,Feb,Q1,Pro Camera,Electronics,West,Value Seekers,26,5480.385364645386,2553.677273351312,2926.708091294074,0.05587545222419811,Organic Search,False,210.78405248636102,0.5340332652836083,H1,3.557832586536724,2.964016413746384,1.2059091444162673,-1.0699616988112344,True
2024-03-01,Mar,Q1,Activewear,Lifestyle,West,Value Seekers,80,5479.8922571674675,3082.287846205079,2397.6044109623886,0.04826782532528391,Organic Search,False,68.49865321459335,0.4375276553706733,H1,3.557295733322197,0.20681784916142082,-0.01992010488291408,-1.133247581916273,True
2024-02-01,Feb,Q1,Premium Audio,Electronics,West,Value Seekers,40,5474.060936099894,2713.539333249047,2760.521602850847,0.09431375479510477,Email,False,136.85152340249735,0.5042913542752114,H1,3.550947090074528,1.531355971357533,0.8281227703698452,-0.7502033884233128,True
2024-04-01,Apr,Q2,Pro Camera,Electronics,North,Value Seekers,25,5460.815031306845,2335.6201690241996,3125.1948622826458,0.04164572136805524,Organic Search,False,218.43260125227383,0.5722945832015748,H1,3.5365260827163025,3.112229566933334,1.6919103485213125,-1.1883351542322078,True
2024-04-01,Apr,Q2,Activewear,Lifestyle,West,Value Seekers,78,5433.919054856786,3035.7229136475403,2398.1961412092455,0.07483621437479492,Organic Search,False,69.66562890842033,0.44133821593565337,H1,3.507244045712947,0.22943143934279747,0.02848222738557007,-0.912232016087654,True
