Date,Month,Quarter,Product,Category,Region,Customer Segment,Units Sold,Revenue,Cost,Profit,Discount,Acquisition Channel,Revenue_Outlier_Flag,ASP,Profit Margin
2024-01-01,Jan,Q1,Eco Basics,Essentials,North,Premium,42,880.2908212283164,562.1167386557474,318.174082572569,0.12307694999235104,Paid Social,False,20.959305267340866,0.36144200859507297
2024-01-01,Jan,Q1,Eco Basics,Essentials,North,Premium,59,1148.0433841672343,705.3970921805101,442.64629198672424,0.14328200297790497,Paid Search,False,19.458362443512446,0.3855658227653219
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Value Seekers,92,2066.375156499264,1240.002741138602,826.372415360662,0.058020644053867754,Organic Search,False,22.460599527165915,0.39991402953210853
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Value Seekers,80,1800.0696415071402,1148.558901601911,651.5107399052292,0.06009483439798324,Email,False,22.500870518839253,0.3619364078379436
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Value Seekers,56,1147.5133818446006,710.7183012763035,436.7950805682972,0.16903489013771036,Paid Social,False,20.491310390082155,0.38064486870397923
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Value Seekers,70,1348.7043882654789,828.9378152620519,519.766573003427,0.17911609139535015,Paid Search,False,19.2672055466497,0.3853821323083855
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Mainstream,67,1555.6345664025207,1005.8765662762089,549.7580001263118,0.0445082028040622,Organic Search,False,23.218426364216725,0.3533979071946527
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Mainstream,59,1297.443485279319,792.696935540126,504.74654973919303,0.05704324454315882,Email,False,21.9905675471071,0.38903162678452163
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Mainstream,75,1486.0410436678471,907.1750297642714,578.8660139035758,0.16288505294255187,Paid Social,False,19.81388058223796,0.38953568366780666
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Mainstream,74,1464.6918292399907,899.4703008890804,565.2215283509104,0.1328316858278339,Paid Search,False,19.793132827567444,0.38589791863875994
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Premium,43,981.6481421664618,608.7122012170424,372.9359409494193,0.0574030069266144,Organic Search,False,22.82902656201074,0.37990795778043573
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Premium,43,954.227421124072,577.8410116434801,376.38640948059185,0.06413532166562133,Email,False,22.19133537497842,0.3944409908459891
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Premium,54,1033.3872674647855,645.4907931292297,387.8964743355558,0.18715464753026329,Paid Social,False,19.13680124934788,0.3753640929669903
2024-01-01,Jan,Q1,Eco Basics,Essentials,South,Premium,60,1154.9837595362628,715.5387151926511,439.4450443436117,0.11813885210584582,Paid Search,False,19.24972932560438,0.3804772497580859
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Value Seekers,86,2081.6326676278004,1283.40460630047,798.2280613273304,0.07150575524852566,Organic Search,False,24.20503101892791,0.38346249736606025
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Value Seekers,73,1644.3548157683688,1041.7559904381972,602.5988253301716,0.09753868355834032,Email,False,22.525408435183135,0.36646520541163813
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Value Seekers,70,1253.7848495541277,790.5908723186418,463.19397723548593,0.1950698577734025,Paid Social,False,17.91121213648754,0.36943657231159516
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Value Seekers,65,1182.3067256496583,720.9784928430573,461.328232806601,0.19476139064524944,Paid Search,False,18.189334240763973,0.3901933591328499
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Mainstream,87,2069.498927355137,1243.517479830717,825.9814475244198,0.011233414223346685,Organic Search,False,23.78734399258778,0.3991214668470698
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Mainstream,80,1714.5405495269404,1053.0757651851213,661.464784341819,0.08183981076587954,Email,False,21.431756869086755,0.3857971072917022
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Mainstream,72,1440.5521520612353,913.4149534464169,527.1371986148184,0.15267856885706071,Paid Search,False,20.00766877862827,0.3659271883080084
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Premium,52,1181.4698297125567,737.8383898361476,443.6314398764091,0.06304853914042244,Organic Search,False,22.7205736483184,0.3754911286937742
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Premium,54,1206.303141636175,732.3969093380741,473.9062322981009,0.0786612052374244,Email,False,22.338947067336576,0.39285832552447464
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Premium,48,1022.3694782500706,615.9323502833399,406.4371279667307,0.1102174125699338,Paid Social,False,21.299364130209806,0.3975442700640918
2024-01-01,Jan,Q1,Eco Basics,Essentials,East,Premium,45,936.4659573376941,587.5668886958283,348.8990686418658,0.1396771150935613,Paid Search,False,20.810354607504316,0.372569943315143
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Value Seekers,92,2012.4567657188686,1215.5012267678185,796.9555389510501,0.06386529709992825,Organic Search,False,21.874530062161615,0.39601125973325946
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Value Seekers,93,2077.5872236147698,1342.4612675413903,735.1259560733795,0.06960474287586405,Email,False,22.339647565750212,0.35383638661116834
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Value Seekers,75,1403.3456354478162,843.0233123402644,560.3223231075518,0.17564168369412517,Paid Social,False,18.711275139304217,0.3992760649651
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Value Seekers,93,1830.8507647971785,1158.657584486384,672.1931803107946,0.15206181038107963,Paid Search,False,19.68656736341052,0.36714799110634233
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Mainstream,76,1677.4940491317102,1026.5638393127267,650.9302098189835,0.028830157048289878,Organic Search,False,22.072290120154083,0.3880372691372064
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Mainstream,62,1360.1767769454127,852.743397236047,507.4333797093657,0.09140996985808682,Email,False,21.938335112022784,0.37306428716488094
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Mainstream,67,1292.1801180735,809.4735360492908,482.70658202420907,0.14145521796115001,Paid Social,False,19.28627041900746,0.3735598275137309
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Mainstream,73,1407.939734050232,849.1554146400363,558.7843194101956,0.13401961315920585,Paid Search,False,19.286845671920986,0.3968808507184723
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Premium,60,1531.4267981108528,965.2216013122576,566.2051967985952,0.0628761921576512,Organic Search,False,25.523779968514212,0.3697239708075229
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Premium,53,1134.194194874628,718.6951335337651,415.4990613408629,0.09838914100451499,Email,False,21.399890469332604,0.3663385540311212
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Premium,42,859.5895794008906,568.759354136656,290.8302252642345,0.12786591130427244,Paid Social,False,20.46641855716406,0.33833614579987686
2024-01-01,Jan,Q1,Eco Basics,Essentials,West,Premium,42,895.699408128196,572.8903363328028,322.80907179539315,0.07331837018520629,Paid Search,False,21.326176384004665,0.36039888925458735
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Value Seekers,78,2422.190418089179,1421.4706838268355,1000.7197342623433,0.052117407268500796,Organic Search,False,31.053723308835625,0.4131465993709085
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Value Seekers,63,1960.4936509824133,1198.666486522294,761.8271644601193,0.09541146473954938,Email,False,31.118946840990688,0.38858945759827573
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Value Seekers,77,2119.1565941143645,1241.263396589822,877.8931975245425,0.1434553383807903,Paid Social,False,27.52151420927746,0.4142653732917886
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Value Seekers,89,2295.3556007778316,1363.3929733339155,931.9626274439161,0.1371315889633275,Paid Search,False,25.79051236829024,0.40602102224513714
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Mainstream,71,2087.2947638873097,1205.0038017688305,882.2909621184792,0.09413635600702742,Organic Search,False,29.398517801229715,0.4226959111780309
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Mainstream,76,2088.64588507273,1234.982447976964,853.6634370957659,0.09294654867636941,Email,False,27.482182698325392,0.4087162133115925
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Mainstream,64,1741.0502081701818,1015.5811400731035,725.4690680970783,0.15109548570365572,Paid Social,False,27.20390950265909,0.41668474848840553
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Mainstream,70,1908.1518017139108,1102.0338059456847,806.1179957682261,0.11851186609845499,Paid Search,False,27.25931145305587,0.4224600972753673
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Premium,53,1637.3159858688794,1024.8663478528154,612.449638016064,0.03899888783257541,Organic Search,False,30.892754450356215,0.37405708079681
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Premium,50,1492.3444799282674,907.8198041984648,584.5246757298027,0.03410344622051402,Email,False,29.846889598565348,0.3916821374632612
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Premium,34,898.1587193148998,540.7304502706959,357.42826904420394,0.1417450521247505,Paid Social,False,26.416432921026466,0.39795668778547755
2024-01-01,Jan,Q1,Daily Care,Essentials,North,Premium,45,1302.7833340741092,735.8933463108539,566.8899877632554,0.13655326686302616,Paid Search,False,28.95074075720243,0.435137580391405
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Value Seekers,90,2600.2351749598183,1550.400102646617,1049.8350723132014,0.07702479669337582,Organic Search,False,28.89150194399798,0.40374620050643095
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Value Seekers,76,2196.8244281499756,1351.6903364269635,845.134091723012,0.0776749766335292,Email,False,28.90558458092073,0.38470716225362156
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Value Seekers,50,1289.0322404599806,792.2798428841649,496.75239757581573,0.18248999688583128,Paid Social,False,25.78064480919961,0.3853684818608988
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Value Seekers,58,1567.7308790978964,957.8626610891959,609.8682180087005,0.15574072104809028,Paid Search,False,27.029842743067178,0.3890133352221976
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Mainstream,62,1844.517759704835,1099.4833526073835,745.0344070974515,0.06367743452925095,Organic Search,False,29.75028644685218,0.40391826165809
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Mainstream,65,1963.0390784490519,1178.565611584039,784.4734668650128,0.09746942129967975,Email,False,30.20060120690849,0.3996219308506103
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Mainstream,50,1322.9041016110189,796.0521554453258,526.8519461656931,0.14810415881221106,Paid Social,False,26.45808203222038,0.39825407263013113
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Mainstream,59,1536.4414561764015,888.2853387403619,648.1561174360396,0.13487892563592283,Paid Search,False,26.041380613159347,0.4218553950301792
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Premium,48,1466.79759395786,879.7552127096951,587.0423812481649,0.06560299542630388,Organic Search,False,30.558283207455418,0.4002204419112445
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Premium,27,850.9856291262577,508.33879054607996,342.6468385801777,0.047568640712854215,Email,False,31.51798626393547,0.4026470328670385
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Premium,34,883.5533537877785,517.0554516876693,366.4979021001092,0.15032328635689063,Paid Social,False,25.98686334669937,0.4147999671201957
2024-01-01,Jan,Q1,Daily Care,Essentials,South,Premium,28,750.8594425633039,453.651929496984,297.2075130663199,0.1260921802872978,Paid Search,False,26.81640866297514,0.3958231011275626
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Value Seekers,80,2408.650802187485,1458.6701009435992,949.980701243886,0.052038894468689104,Organic Search,False,30.108135027343565,0.394403663819236
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Value Seekers,74,2066.1628257137036,1202.4126951400037,863.7501305736998,0.1268839054237388,Email,False,27.921119266401398,0.4180455285634806
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Value Seekers,52,1310.64779075911,798.6409209629815,512.0068697961285,0.16806796400845225,Paid Social,False,25.20476520690596,0.39065176274365887
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Value Seekers,94,2468.037063857553,1462.9981523974639,1005.0389114600894,0.17831847282506444,Paid Search,False,26.255713445293118,0.4072219684939451
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Mainstream,59,1823.6852961530687,1141.8469043744033,681.8383917786655,0.05061275435647357,Organic Search,False,30.909920273780827,0.37387941505968925
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Mainstream,67,2001.8100771606764,1207.6923320401759,794.1177451205006,0.09398177065213018,Email,False,29.877762345681738,0.3966998438967096
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Mainstream,43,1049.766998316108,613.9929779913061,435.77402032480177,0.19474507333044183,Paid Social,False,24.413186007351346,0.41511499315925404
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Mainstream,63,1712.4413125059216,1032.1005170994617,680.3407954064598,0.10501518386389944,Paid Search,False,27.181608135014628,0.39729291184342835
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Premium,55,1597.2653357899346,932.5290824631837,664.7362533267509,0.07376059595465126,Organic Search,False,29.041187923453357,0.4161714640842704
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Premium,57,1596.5411750471665,1010.5566929698755,585.984482077291,0.08229797928766265,Email,False,28.009494299073097,0.36703374221462176
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Premium,54,1376.2726913166453,783.3242899490784,592.9484013675668,0.16948600301803218,Paid Social,False,25.486531320678615,0.43083642152363577
2024-01-01,Jan,Q1,Daily Care,Essentials,East,Premium,51,1271.263206169728,749.0425822610279,522.2206239087001,0.1538468093541353,Paid Search,False,24.926729532739763,0.410788750413168
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Value Seekers,90,2741.5383902094377,1650.8593457908905,1090.6790444185472,0.043309489265435146,Organic Search,False,30.461537668993753,0.39783467862918587
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Value Seekers,65,1765.853543433709,1100.1235486398523,665.7299947938568,0.10286097085146874,Email,False,27.166977591287832,0.3770018172058268
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Value Seekers,55,1380.461999270354,857.580748634252,522.881250636102,0.1987787993880631,Paid Social,False,25.0993090776428,0.3787726506868512
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Value Seekers,70,1858.2191094374634,1147.4285163927568,710.7905930447066,0.14168796203525272,Paid Search,False,26.545987277678048,0.38251172288282165
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Mainstream,60,1878.9114794757727,1094.7127838812735,784.1986955944992,0.06613439873962869,Organic Search,False,31.31519132459621,0.4173686222904419
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Mainstream,54,1635.8372298844781,929.7161303986278,706.1210994858503,0.08715128649996098,Email,False,30.293282034897743,0.4316573107556161
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Mainstream,57,1580.112560922164,990.7976150354231,589.3149458867409,0.13326482913888607,Paid Social,False,27.721272998634458,0.3729575730622715
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Mainstream,59,1520.1213865208465,910.552925501342,609.5684610195045,0.12185236951049437,Paid Search,False,25.764769263065194,0.4009998585801392
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Premium,48,1544.6672198393626,936.9932331883529,607.6739866510097,0.017388262487378674,Organic Search,False,32.18056707998672,0.3934012315702567
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Premium,37,1126.4638078037112,695.24508327846,431.2187245252512,0.046503005341816124,Email,False,30.44496777847868,0.3828074382309778
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Premium,43,1139.0493838575298,681.2351987344327,457.8141851230971,0.126743559540689,Paid Social,False,26.489520554826274,0.401926546479182
2024-01-01,Jan,Q1,Daily Care,Essentials,West,Premium,35,1057.2463497278982,635.0188905455487,422.22745918234943,0.09411894193951564,Paid Search,False,30.207038563654233,0.39936525606450896
2024-01-01,Jan,Q1,Home Comfort,Home,North,Value Seekers,70,3757.911324655039,2183.5531670051178,1574.3581576499214,0.06719179875772927,Organic Search,False,53.684447495071986,0.4189449993992184
2024-01-01,Jan,Q1,Home Comfort,Home,North,Value Seekers,53,2712.7564930581357,1433.869272492538,1278.8872205655978,0.10893769275118265,Email,False,51.18408477468181,0.4714345809652406
2024-01-01,Jan,Q1,Home Comfort,Home,North,Value Seekers,59,2642.176783638428,1533.4613442740622,1108.7154393643657,0.2011241928375321,Paid Social,False,44.78265734980386,0.4196219746649963
2024-01-01,Jan,Q1,Home Comfort,Home,North,Value Seekers,58,2782.6778662715324,1538.2650815558225,1244.41278471571,0.1477812538635884,Paid Search,False,47.97720459088849,0.44719972793080776
2024-01-01,Jan,Q1,Home Comfort,Home,North,Mainstream,61,3257.357262000131,1818.7834995018789,1438.573762498252,0.03109123136789242,Organic Search,False,53.39929937705133,0.4416383119163655
2024-01-01,Jan,Q1,Home Comfort,Home,North,Mainstream,57,3163.087060586646,1887.221083344442,1275.8659772422043,0.042961299909640135,Email,False,55.49275544888853,0.40336100549997955
2024-01-01,Jan,Q1,Home Comfort,Home,North,Mainstream,38,1799.5422964341894,992.140879090053,807.4014173441365,0.17807810193174145,Paid Social,False,47.35637622195235,0.4486704307778763
2024-01-01,Jan,Q1,Home Comfort,Home,North,Mainstream,47,2427.7838113318307,1467.2784870179214,960.5053243139093,0.1152415330479098,Paid Search,False,51.65497470918789,0.39563050047153764
2024-01-01,Jan,Q1,Home Comfort,Home,North,Premium,43,2368.7807960138502,1324.9465294024728,1043.8342666113774,0.033733935771954326,Organic Search,False,55.08792548869419,0.4406630906362997
2024-01-01,Jan,Q1,Home Comfort,Home,North,Premium,31,1713.8820626824104,951.2780667379606,762.6039959444498,0.048400230758004606,Email,False,55.2865181510455,0.44495710209539874
2024-01-01,Jan,Q1,Home Comfort,Home,North,Premium,33,1564.703852061576,875.6366218665172,689.0672301950589,0.13402629882833977,Paid Social,False,47.41526824429018,0.44038188395023004
2024-01-01,Jan,Q1,Home Comfort,Home,North,Premium,29,1417.0955528339714,826.9106374331272,590.1849154008441,0.1388847806456439,Paid Search,False,48.8653638908266,0.4164750317793079
2024-01-01,Jan,Q1,Home Comfort,Home,South,Value Seekers,55,3079.847422179886,1713.200039219347,1366.647382960539,0.05343440602635384,Organic Search,False,55.99722585781611,0.44373866481776536
2024-01-01,Jan,Q1,Home Comfort,Home,South,Value Seekers,49,2739.1320667999785,1516.7185100814388,1222.4135567185397,0.04487794748338703,Email,False,55.90065442448935,0.44627769925187943
2024-01-01,Jan,Q1,Home Comfort,Home,South,Value Seekers,41,1868.7005190016423,1043.2337393177656,825.4667796838767,0.1583480050338171,Paid Social,False,45.57806143906445,0.44173304994043894
2024-01-01,Jan,Q1,Home Comfort,Home,South,Value Seekers,43,2161.889343513452,1209.8277508711978,952.061592642254,0.14118496678291034,Paid Search,False,50.27649636077795,0.4403840536514167
2024-01-01,Jan,Q1,Home Comfort,Home,South,Mainstream,43,2454.142816733935,1289.677570819211,1164.465245914724,0.06324510444788208,Organic Search,False,57.073088761254304,0.4744896010022912
2024-01-01,Jan,Q1,Home Comfort,Home,South,Mainstream,41,2288.2589727508544,1279.4302730555876,1008.8286996952668,0.05007761861323809,Email,False,55.81119445733791,0.4408717333608848
2024-01-01,Jan,Q1,Home Comfort,Home,South,Mainstream,53,2557.0519874158845,1511.269062776499,1045.7829246393856,0.1421647446868225,Paid Social,False,48.246263913507256,0.4089799228901235
2024-01-01,Jan,Q1,Home Comfort,Home,South,Mainstream,33,1602.5185365003422,900.9582805514681,701.5602559488741,0.12636052108253032,Paid Search,False,48.56116777273764,0.4377860473807532
2024-01-01,Jan,Q1,Home Comfort,Home,South,Premium,26,1524.944613399723,893.1299342715986,631.8146791281245,0.057244371422410324,Organic Search,False,58.65171589998935,0.4143197553382297
2024-01-01,Jan,Q1,Home Comfort,Home,South,Premium,28,1414.8746255353726,780.8048532051636,634.069772330209,0.06184941169580398,Email,False,50.53123662626331,0.4481455535965133
2024-01-01,Jan,Q1,Home Comfort,Home,South,Premium,27,1389.3927117579656,800.1299948889181,589.2627168690475,0.14046045947973881,Paid Social,False,51.45898932436909,0.42411530727224517
2024-01-01,Jan,Q1,Home Comfort,Home,South,Premium,26,1312.65386348678,766.4265273371623,546.2273361496177,0.11452248677977839,Paid Search,False,50.48668705718384,0.41612442651003473
2024-01-01,Jan,Q1,Home Comfort,Home,East,Value Seekers,64,3371.0267046352988,1959.8814638814788,1411.14524075382,0.0,Organic Search,False,52.67229225992654,0.4186099264100868
2024-01-01,Jan,Q1,Home Comfort,Home,East,Value Seekers,67,3262.3541940666128,1809.6370104434766,1452.7171836231362,0.6,Email,False,48.69185364278527,0.4452971986503663
2024-01-01,Jan,Q1,Home Comfort,Home,East,Value Seekers,46,2143.9852851966343,1240.5562751315952,903.4290100650392,0.16178915593048482,Paid Social,False,46.608375765144224,0.42137836313656496
2024-01-01,Jan,Q1,Home Comfort,Home,East,Value Seekers,50,2385.318593410924,1317.6076590276195,1067.7109343833047,0.1483415526321737,Paid Search,False,47.70637186821848,0.4476177468840816
2024-01-01,Jan,Q1,Home Comfort,Home,East,Mainstream,62,3240.082655064514,1897.5638244393365,1342.5188306251773,0.0689247154161338,Organic Search,False,52.25939766233087,0.41434709343809817
2024-01-01,Jan,Q1,Home Comfort,Home,East,Mainstream,54,2730.603101715734,1495.2679240962782,1235.3351776194556,0.10389094647012379,Email,False,50.56672410584692,0.45240378465960546
2024-01-01,Jan,Q1,Home Comfort,Home,East,Mainstream,39,2099.207637371544,1221.2740422039176,877.9335951676264,0.09553199377739305,Paid Social,False,53.82583685568061,0.41822141818562697
2024-01-01,Jan,Q1,Home Comfort,Home,East,Mainstream,39,2110.257773335542,1207.7553508686296,902.5024224669123,0.11861038322723862,Paid Search,False,54.109173675270306,0.427674018724446
2024-01-01,Jan,Q1,Home Comfort,Home,East,Premium,49,2686.6127519753513,1493.1426910879677,1193.4700608873836,0.06202523079341783,Organic Search,False,54.82883167296635,0.4442285401980156
2024-01-01,Jan,Q1,Home Comfort,Home,East,Premium,35,1967.9109697695205,1103.6007678924193,864.3102018771012,0.0817867089283999,Email,False,56.22602770770059,0.43920188217576134
2024-01-01,Jan,Q1,Home Comfort,Home,East,Premium,30,1512.4105623952694,815.9993956810038,696.4111667142656,0.1413931228072174,Paid Social,False,50.41368541317565,0.46046436333486684
2024-01-01,Jan,Q1,Home Comfort,Home,East,Premium,20,918.307514626526,496.08127162384454,422.22624300268143,0.15823875798651535,Paid Search,False,45.9153757313263,0.45978742009358387
2024-01-01,Jan,Q1,Home Comfort,Home,West,Value Seekers,59,3143.5601843813756,1772.8292356955515,1370.7309486858242,0.03775097750647366,Organic Search,False,53.28068109120976,0.43604412458722236
2024-01-01,Jan,Q1,Home Comfort,Home,West,Value Seekers,47,2346.5583198175086,1326.0189305871488,1020.5393892303598,0.13172553813223484,Email,False,49.92677276207465,0.4349090242554581
2024-01-01,Jan,Q1,Home Comfort,Home,West,Value Seekers,49,2400.702619435395,1448.2987804045888,952.403839030806,0.15422663674478304,Paid Social,False,48.99393100888561,0.39671879029098384
2024-01-01,Jan,Q1,Home Comfort,Home,West,Value Seekers,42,2153.6393328719455,1229.8700524140531,923.7692804578924,0.16816412573869394,Paid Search,False,51.27712697314156,0.42893406818773927
2024-01-01,Jan,Q1,Home Comfort,Home,West,Mainstream,45,2434.436742355173,1356.3921397727686,1078.0446025824044,0.049181168244600046,Organic Search,False,54.0985942745594,0.442831224088189
2024-01-01,Jan,Q1,Home Comfort,Home,West,Mainstream,54,2634.9423682727192,1553.6861876044782,1081.256180668241,0.07266075569229742,Email,False,48.79522904208739,0.4103528766653958
2024-01-01,Jan,Q1,Home Comfort,Home,West,Mainstream,42,2036.1149037926814,1109.000095462034,927.1148083306473,0.1314328101479913,Paid Social,False,48.478926280778126,0.4553352105049209
2024-01-01,Jan,Q1,Home Comfort,Home,West,Mainstream,48,2521.409212841085,1494.9132444801776,1026.4959683609072,0.10055458281022811,Paid Search,False,52.529358600855936,0.40711200829010513
2024-01-01,Jan,Q1,Home Comfort,Home,West,Premium,30,1704.5202025904514,934.0799677492865,770.4402348411649,0.03688699334300566,Organic Search,False,56.81734008634838,0.4519983005600551
2024-01-01,Jan,Q1,Home Comfort,Home,West,Premium,24,1301.3435459556779,752.172326670667,549.1712192850109,0.0878249607543097,Email,False,54.22264774815324,0.4220032603932513
2024-01-01,Jan,Q1,Home Comfort,Home,West,Premium,36,1844.7378841655814,1071.1946884493511,773.5431957162302,0.11297341681000259,Paid Social,False,51.24271900459948,0.41932417735656907
2024-01-01,Jan,Q1,Home Comfort,Home,West,Premium,25,1269.3663876249118,694.9526535688351,574.4137340560767,0.11226133901715024,Paid Search,False,50.774655504996474,0.45252004437493554
2024-01-01,Jan,Q1,Smart Kitchen,Home,North,Value Seekers,45,3783.6723915292523,1995.2129874568159,1788.4594040724364,0.05693192448702402,Organic Search,False,84.08160870065005,0.47267818642976966
2024-01-01,Jan,Q1,Smart Kitchen,Home,North,Value Seekers,44,3416.391407001485,1952.7625075397784,1463.6288994617064,0.054788467590911015,Email,False,77.64525925003375,0.4284137047242814
2024-01-01,Jan,Q1,Smart Kitchen,Home,North,Value Seekers,40,2790.1894303605527,1479.3345978192094,1310.8548325413433,0.16527543668006547,Paid Social,False,69.75473575901381,0.46980854356256113
2024-01-01,Jan,Q1,Smart Kitchen,Home,North,Value Seekers,48,3434.8446390438994,1864.108842676437,1570.7357963674624,0.14997840285880176,Paid Search,False,71.55926331341458,0.4572945682936862
